id,per.capita,white.per.capita,black.per.capita,native.american.per.capita,asian.per.capita,pacific.islander.per.capita,other.per.capita,two.races.per.capita,hisp.per.capita,non.hisp.per.capita
18097310204,21422,26980,21969,-,11848,-,2566,9309,8870,30853
18097310305,15072,18822,15599,-,12937,-,5702,10394,7387,25563
18097310306,16871,20853,16107,-,13352,-,16768,-,12842,25053
18097310308,26684,26246,26982,N,42697,-,N,17835,11955,31336
18097310309,16768,28453,12519,-,15227,N,16251,23886,18241,28530
18097310310,27211,28575,27657,-,46953,-,7313,11602,9550,33333
18097310311,28686,37788,26427,-,27025,-,8551,N,16154,41747
18097310312,21107,26665,20574,N,12808,-,9650,N,8734,32696
18097320105,34822,39488,18279,-,53935,-,16922,13042,9594,43950
18097320106,52995,63007,22376,-,-,-,5337,N,5687,66622
18097320107,43804,45454,N,-,N,-,-,N,-,45454
18097320108,18471,23148,15903,-,20737,-,8571,N,9835,23330
18097320109,61811,72171,23517,N,21470,-,-,-,832780,54035
18097320202,57290,58567,31427,N,N,-,N,18512,N,58840
18097320203,26648,28673,21041,8416,35204,-,12017,40600,15629,29644
18097320204,28173,31560,17254,-,29886,-,10916,-,12279,35517
18097320301,51800,55225,32345,-,6483,-,N,N,N,55599
18097320303,26117,27734,15875,N,26609,-,22261,23137,15594,29229
18097320304,51799,54457,27501,N,44020,-,-,N,41591,54312
18097320400,28726,31315,20267,N,22281,-,-,-,6566,32633
18097320500,38248,41847,13450,N,N,-,-,19787,N,42692
18097320600,23816,24303,15851,-,-,-,16062,N,18460,24268
18097320700,52241,53028,30978,-,N,-,-,N,-,53028
18097320800,70615,71386,20008,-,N,-,-,-,69000,71296
18097320901,28997,37171,22532,-,35976,-,N,7311,7324,38863
18097320902,21706,22760,22749,-,20720,-,8104,15797,13668,25523
18097320903,17437,23450,16669,-,N,-,11080,18232,10330,31187
18097321001,17571,20498,18673,N,-,-,3569,18416,5531,23327
18097321002,39361,49030,31879,-,29106,N,22154,13314,9292,49591
18097321100,40827,56779,25247,-,31818,-,11545,3001,13697,56845
18097321200,53762,54592,44789,N,N,-,-,N,30413,55161
18097321300,44560,48315,3219,-,N,-,-,20222,-,48315
18097321400,41841,48831,25450,-,29117,-,N,-,13877,49810
18097321600,27273,32050,23621,-,N,-,-,N,-,32050
18097321700,32461,37282,17076,-,27114,-,N,9419,43876,37514
18097321800,47146,51266,17310,-,36401,-,N,13714,N,51251
18097321900,21172,21970,18060,-,1567,-,N,N,12310,22391
18097322000,28120,55302,16719,-,N,-,-,-,22524,57919
18097322100,23103,32675,19800,-,-,-,28000,9933,11284,32675
18097322200,35191,50846,14987,-,-,-,N,31600,52686,50023
18097322300,30859,35661,22450,N,N,-,N,9518,-,35661
18097322400,21266,25002,17742,-,32569,-,N,4369,24157,26007
18097322500,16012,19072,14577,-,-,-,-,N,-,20160
18097322600,16803,34870,14133,-,-,-,12873,11965,N,37094
18097322700,27480,29738,27565,-,-,-,-,13700,-,29738
18097330103,34652,37896,22814,-,35887,-,19105,N,13829,40695
18097330105,26384,27110,20765,N,22991,-,21798,N,10317,31306
18097330106,27119,35791,12882,N,19017,-,9981,N,11368,36080
18097330107,46604,48895,35227,-,59913,-,12520,28202,15066,49718
18097330108,48239,49783,28972,-,N,-,N,31147,N,50266
18097330109,37161,38864,19334,-,33631,-,N,50203,31262,38770
18097330202,17813,27011,14486,N,14073,-,7887,8394,7086,29284
18097330203,62925,66941,50447,-,N,-,N,1033,22230,67058
18097330204,30721,33942,27470,-,21294,-,22591,13093,27801,34400
18097330206,39536,36782,53610,-,45213,-,29528,N,21061,37727
18097330208,33597,33869,52930,N,13740,-,20850,N,27462,33973
18097330209,29889,31406,25468,N,36453,-,N,23611,38323,31255
18097330401,40739,42848,29327,N,-,-,N,N,N,43138
18097330500,28455,33849,27652,-,N,-,6664,23963,10909,34103
18097330600,19846,22964,15028,-,-,-,9340,11229,12014,22995
18097330700,18307,21607,16240,N,34538,-,7614,11543,9897,21676
18097330803,10522,14824,9355,N,-,-,6579,8056,7945,19476
18097330804,9539,15054,7406,-,-,-,11320,12193,13254,15266
18097330805,15352,16215,15216,-,-,-,5957,17603,9031,16484
18097330806,13796,16236,13244,-,-,-,10661,N,17750,15040
18097330900,14010,19892,13275,-,-,-,N,26607,8117,20001
18097331000,19331,20427,20155,-,-,N,-,N,N,20427
18097340101,27839,31289,17808,-,N,-,7524,1014,8823,31278
18097340102,19336,23205,13645,-,-,-,N,6026,18180,23487
18097340108,17253,20952,11762,-,N,-,15701,-,16516,25872
18097340109,29399,31345,24877,-,-,-,-,-,N,31497
18097340110,23210,29399,20778,N,22323,-,8564,8385,14814,30730
18097340111,26180,29275,22737,N,26971,-,22291,3588,17092,30096
18097340112,27344,31915,21204,9104,30616,-,13641,10368,12611,32041
18097340113,22040,22891,14328,-,21092,-,-,N,5591,23035
18097340114,26839,29217,20054,-,21144,-,N,N,17872,29234
18097340201,16110,18761,15405,-,N,-,13382,N,12768,20177
18097340202,21633,24779,17137,-,N,-,13743,11805,14979,24860
18097340300,13973,16579,15376,16548,7307,-,8895,12680,8380,21611
18097340400,15719,16085,17412,-,-,-,11480,12166,11952,17349
18097340500,16226,14555,18348,-,-,-,11204,6146,9089,15249
18097340600,14040,15818,14186,-,11340,-,4107,8125,7015,18860
18097340700,12903,16638,8981,N,-,-,9960,15096,9244,19560
18097340800,32635,32344,N,-,-,-,-,-,N,32416
18097340901,26202,28596,26955,-,9264,-,19516,7965,14923,29455
18097340902,21089,24970,14222,N,23445,N,11831,5757,10550,25662
18097341000,27005,28177,-,-,-,-,-,N,N,28079
18097341100,15277,17230,14017,N,11737,-,7144,17224,7808,17736
18097341200,11904,12791,12196,-,-,-,N,-,8205,17488
18097341600,11254,22206,8557,N,N,-,2415,N,11090,20775
18097341700,14277,14949,13395,N,N,-,6831,-,5780,15642
18097341902,24484,28518,13429,-,15542,-,13153,N,16408,28948
18097341903,16552,21808,11729,-,23630,-,5738,N,6016,25549
18097341904,18922,19106,33445,-,N,-,6561,28743,5951,22634
18097342000,25200,27846,21071,-,26544,-,9928,12630,19679,27949
18097342101,18117,19143,17402,N,17567,-,12012,7852,8569,23740
18097342200,16917,19025,7292,N,-,-,14862,28490,11614,19765
18097342300,13508,13744,N,-,-,-,25538,6231,9699,14150
18097342400,15913,17447,N,N,-,-,-,N,-,17447
18097342500,15026,15664,10004,N,-,-,18417,N,13701,15818
18097342600,14107,14922,11181,-,N,-,12262,N,10029,16088
18097350100,14785,37342,13792,-,-,-,-,-,-,37342
18097350300,14300,13732,14312,-,-,-,N,24604,6258,16634
18097350400,19950,30695,15829,N,N,-,-,N,N,30695
18097350500,18419,14870,16407,-,89030,-,-,-,27234,14870
18097350600,16514,16118,16446,-,-,-,N,16656,13671,23816
18097350700,17117,N,16811,-,-,-,-,N,N,N
18097350800,10442,9356,10584,-,-,-,-,5302,-,9356
18097350900,20381,29415,19085,-,-,-,-,N,-,29415
18097351000,17680,42307,13518,N,-,-,14667,7033,14667,42307
18097351200,12268,6502,12388,-,-,-,-,N,-,6502
18097351500,19976,29448,16956,N,N,-,-,N,N,29665
18097351600,31073,52609,12824,-,N,-,N,-,9580,53623
18097351700,17928,39817,12047,-,23181,-,N,10971,-,39817
18097351900,14703,17496,14528,-,-,-,-,15421,N,19309
18097352100,8218,4638,8416,-,-,-,27491,546,N,4638
18097352300,14276,44991,14401,-,N,-,4897,N,4897,44991
18097352400,14742,19379,9947,-,9067,-,8415,7223,5335,20700
18097352500,23437,24053,20989,N,-,-,12850,N,15574,24853
18097352600,9624,13164,8094,N,-,-,1993,3724,2753,13191
18097352700,14919,18875,10205,-,13355,-,-,8223,9193,19672
18097352800,10155,-,9785,-,-,-,-,N,-,-
18097353300,29106,34132,21558,-,N,-,N,7619,12651,34175
18097353500,12317,20618,7798,-,16209,-,N,N,N,20618
18097353600,13038,8879,12935,-,28510,-,N,5876,6567,10103
18097354200,38248,51300,9325,N,17444,-,N,15706,36502,51840
18097354400,28603,33386,13344,-,N,-,-,15749,-,33386
18097354500,20062,22404,2496,14161,N,-,17901,15739,15573,22863
18097354700,7578,9639,5907,-,-,-,N,-,5076,10305
18097354800,10650,18670,6017,-,-,-,7711,N,N,18670
18097354900,10894,10536,12032,-,-,-,710,15558,5053,11508
18097355000,10747,11753,8092,N,-,-,10742,N,7472,14577
18097355100,11922,13439,8472,-,-,-,11384,N,10007,14008
18097355300,20124,22499,26580,7702,12791,-,8905,N,11703,23017
18097355400,16195,19688,7578,-,24364,-,-,N,9663,20689
18097355500,19623,19826,34568,-,-,N,8166,2436,13008,20202
18097355600,14670,14294,17864,N,-,-,N,24293,10081,14758
18097355700,11293,13192,8333,-,-,-,5680,N,10996,12629
18097355900,15645,14812,24874,N,-,-,N,3869,17098,14588
18097356200,24239,30806,9512,-,N,-,9313,9691,10683,31374
18097356400,12458,12701,10706,-,15766,-,13893,-,9791,14319
18097356900,13476,14084,14001,N,-,-,-,N,7266,14563
18097357000,13028,13523,12532,-,-,-,10355,N,9449,13571
18097357100,13755,14848,11872,-,-,-,7845,N,5493,16153
18097357200,11320,10677,17034,N,-,-,11428,N,7596,11294
18097357300,13545,15039,11016,-,-,-,14528,N,12827,15501
18097357400,11785,12993,9329,-,-,-,10475,N,8817,13228
18097357500,18962,19883,N,-,-,-,2500,N,1791,19917
18097357600,14989,15384,11534,20258,N,-,11234,6699,10824,15745
18097357800,16322,18427,2772,-,-,-,-,N,3086,19503
18097357900,19234,21047,6937,N,-,-,12320,-,12886,21245
18097358000,15334,16537,9837,-,-,-,N,N,8779,16913
18097358100,13753,13539,N,-,N,-,18103,-,11363,14524
18097360101,10386,11333,9775,-,-,-,N,N,3525,11624
18097360102,15188,18208,14716,-,N,-,N,5228,N,18208
18097360201,14273,16724,11757,N,-,-,N,N,N,16611
18097360202,15277,19019,13110,N,-,-,N,N,4891,21311
18097360301,16351,21790,11355,-,5946,-,N,N,17882,22225
18097360302,12024,14656,11779,-,-,-,4178,6652,13927,14730
18097360401,15136,19237,13048,N,28942,-,11430,12081,10995,19680
